rank,university,city,field,branch,acceptance_rate,funding
16,Mindanao State University - Iligan Institute of Technology,Iligan,Liberal Arts & Social Sciences,Education,40,"Public-private
partnership"
17,Leyte Normal University,Tacloban,Liberal Arts & Social Sciences,Education,84,"Public-private
partnership"
18,Caraga State University,Butuan,Liberal Arts & Social Sciences,Education,84,"Public-private
partnership"
19,Adamson University,Manila,Liberal Arts & Social Sciences,Education,61,Private
20,Bukidnon State University,Malaybalay,Liberal Arts & Social Sciences,Education,87,"Public-private
partnership"
21,Central Luzon State University,Science City of Munoz,Liberal Arts & Social Sciences,Education,67,"Public-private
partnership"
22,West Visayas State University,Iloilo,Liberal Arts & Social Sciences,Education,67,"Public-private
partnership"
23,Surigao del Sur State University,Tandag,Liberal Arts & Social Sciences,Education,83,"Public-private
partnership"
24,Visayas State University,Baybay,Liberal Arts & Social Sciences,Education,82,"Public-private
partnership"
25,University of Perpetual Help System DALTA,Las Pinas,Liberal Arts & Social Sciences,Education,56,Private
26,Batangas State University,Batangas,Liberal Arts & Social Sciences,Education,85,"Public-private
partnership"
27,Polytechnic University of the Philippines,Manila,Liberal Arts & Social Sciences,Education,40,"Public-private
partnership"
28,Adventist International Institute of Advanced Studies,Silang,Liberal Arts & Social Sciences,Education,73,Private
29,University of San Carlos,Cebu,Liberal Arts & Social Sciences,Education,61,Private
30,Isabela State University,Echague,Liberal Arts & Social Sciences,Education,88,"Public-private
partnership"
31,Nueva Vizcaya State University,Bayombong,Liberal Arts & Social Sciences,Education,100,"Public-private
partnership"
32,Emilio Aguinaldo College,Manila,Liberal Arts & Social Sciences,Education,92,Private
33,Mariano Marcos State University,Batac,Liberal Arts & Social Sciences,Education,82,"Public-private
partnership"
34,University of Science and Technology of Southern Philippines,Cagayan de Oro,Liberal Arts & Social Sciences,Education,80,"Public-private
partnership"
35,Benguet State University,La Trinidad,Liberal Arts & Social Sciences,Education,100,"Public-private
partnership"
36,Sorsogon State College,Sorsogon,Liberal Arts & Social Sciences,Education,81,"Public-private
partnership"
37,Palawan State University,Puerto Princesa,Liberal Arts & Social Sciences,Education,75,"Public-private
partnership"
38,Samar State University,Catbalogan City,Liberal Arts & Social Sciences,Education,92,"Public-private
partnership"
39,Liceo de Cagayan University,Cagayan de Oro,Liberal Arts & Social Sciences,Education,86,Private
40,University of Southeastern Philippines,Davao,Liberal Arts & Social Sciences,Education,100,"Public-private
partnership"
41,University of the Immaculate Conception,Davao,Liberal Arts & Social Sciences,Education,74,Private
42,Adventist University of the Philippines,Cavite City,Liberal Arts & Social Sciences,Education,87,Private
1,University of the Philippines Diliman,Quezon,Liberal Arts & Social Sciences,Forensic Science,12,"Public-private
partnership"
2,University of the Philippines Los Banos,Los Banos,Liberal Arts & Social Sciences,Forensic Science,15,"Public-private
partnership"
1,Ateneo de Manila University,Quezon,Liberal Arts & Social Sciences,Gender Studies,42,Private
2,De La Salle University,Manila,Liberal Arts & Social Sciences,Gender Studies,35,Private
3,University of the Philippines Diliman,Quezon,Liberal Arts & Social Sciences,Gender Studies,12,"Public-private
partnership"
4,University of Santo Tomas,Manila,Liberal Arts & Social Sciences,Gender Studies,90,Private
5,University of the Philippines Manila,Manila,Liberal Arts & Social Sciences,Gender Studies,51,"Public-private
partnership"
1,University of the Philippines Diliman,Quezon,Liberal Arts & Social Sciences,History,12,"Public-private
partnership"
2,De La Salle University,Manila,Liberal Arts & Social Sciences,History,35,Private
3,University of the Philippines Los Banos,Los Banos,Liberal Arts & Social Sciences,History,15,"Public-private
partnership"
4,Ateneo de Manila University,Quezon,Liberal Arts & Social Sciences,History,42,Private
5,University of the Philippines Manila,Manila,Liberal Arts & Social Sciences,History,51,"Public-private
partnership"
6,University of Santo Tomas,Manila,Liberal Arts & Social Sciences,History,90,Private
7,Asian Institute of Management,Makati,Liberal Arts & Social Sciences,History,60,Private
8,Mapua University,Manila,Liberal Arts & Social Sciences,History,78,Private
9,Visayas State University,Baybay,Liberal Arts & Social Sciences,History,82,"Public-private
partnership"
10,University of San Carlos,Cebu,Liberal Arts & Social Sciences,History,61,Private
11,Assumption College San Lorenzo,Makati,Liberal Arts & Social Sciences,History,84,Private
12,Silliman University,Dumaguete City,Liberal Arts & Social Sciences,History,64,Private
13,University of the Philippines in the Visayas,Iloilo,Liberal Arts & Social Sciences,History,12,"Public-private
partnership"
14,Lyceum of the Philippines University,Manila,Liberal Arts & Social Sciences,History,82,Private
15,Central Luzon State University,Science City of Munoz,Liberal Arts & Social Sciences,History,67,"Public-private
partnership"
16,Mindanao State University - Iligan Institute of Technology,Iligan,Liberal Arts & Social Sciences,History,40,"Public-private
partnership"
17,Mindanao State University,Marawi,Liberal Arts & Social Sciences,History,53,"Public-private
partnership"
18,Polytechnic University of the Philippines,Manila,Liberal Arts & Social Sciences,History,40,"Public-private
partnership"
19,Caraga State University,Butuan,Liberal Arts & Social Sciences,History,84,"Public-private
partnership"
20,Philippine Normal University,Manila,Liberal Arts & Social Sciences,History,50,"Public-private
partnership"
21,University of Asia and the Pacific,Pasig,Liberal Arts & Social Sciences,History,74,Private
22,Angeles University Foundation,Angeles,Liberal Arts & Social Sciences,History,80,Private
23,Central Mindanao University,Maramag,Liberal Arts & Social Sciences,History,74,"Public-private
partnership"
24,University of the East - Philippines,Manila,Liberal Arts & Social Sciences,History,70,Private
25,Leyte Normal University,Tacloban,Liberal Arts & Social Sciences,History,84,"Public-private
partnership"
26,Technological Institute of the Philippines,Manila,Liberal Arts & Social Sciences,History,66,Private
27,Isabela State University,Echague,Liberal Arts & Social Sciences,History,88,"Public-private
partnership"
28,Laguna State Polytechnic University,Sta. Cruz,Liberal Arts & Social Sciences,History,23,"Public-private
partnership"
29,Palawan State University,Puerto Princesa,Liberal Arts & Social Sciences,History,75,"Public-private
partnership"
30,University of Mindanao,Davao,Liberal Arts & Social Sciences,History,92,Private
31,Batangas State University,Batangas,Liberal Arts & Social Sciences,History,85,"Public-private
partnership"
32,Adamson University,Manila,Liberal Arts & Social Sciences,History,61,Private
33,Benguet State University,La Trinidad,Liberal Arts & Social Sciences,History,100,"Public-private
partnership"
34,Surigao del Sur State University,Tandag,Liberal Arts & Social Sciences,History,83,"Public-private
partnership"
35,University of the Philippines Mindanao,Davao,Liberal Arts & Social Sciences,History,70,"Public-private
partnership"
36,University of the Philippines Baguio,Baguio,Liberal Arts & Social Sciences,History,45,"Public-private
partnership"
37,University of Science and Technology of Southern Philippines,Cagayan de Oro,Liberal Arts & Social Sciences,History,80,"Public-private
partnership"
38,Ateneo de Davao University,Davao,Liberal Arts & Social Sciences,History,50,Private
39,Bulacan State University,Malolos,Liberal Arts & Social Sciences,History,52,"Public-private
partnership"
40,University of Perpetual Help System DALTA,Las Pinas,Liberal Arts & Social Sciences,History,56,Private
41,Samar State University,Catbalogan City,Liberal Arts & Social Sciences,History,92,"Public-private
partnership"
42,Cebu Normal University,Cebu,Liberal Arts & Social Sciences,History,71,"Public-private
partnership"
43,University of Southern Mindanao,Kabacan,Liberal Arts & Social Sciences,History,50,"Public-private
partnership"
44,Emilio Aguinaldo College,Manila,Liberal Arts & Social Sciences,History,92,Private
45,Don Mariano Marcos Memorial State University,Bacnotan,Liberal Arts & Social Sciences,History,50,"Public-private
partnership"
46,West Visayas State University,Iloilo,Liberal Arts & Social Sciences,History,67,"Public-private
partnership"
47,University of Southeastern Philippines,Davao,Liberal Arts & Social Sciences,History,100,"Public-private
partnership"
48,Mariano Marcos State University,Batac,Liberal Arts & Social Sciences,History,82,"Public-private
partnership"
49,Adventist International Institute of Advanced Studies,Silang,Liberal Arts & Social Sciences,History,73,Private
50,Bukidnon State University,Malaybalay,Liberal Arts & Social Sciences,History,87,"Public-private
partnership"
51,Bohol Island State University,Bilar,Liberal Arts & Social Sciences,History,72,"Public-private
partnership"
52,Xavier University - Ateneo de Cagayan,Cagayan de Oro,Liberal Arts & Social Sciences,History,48,Private
53,San Beda University,Manila,Liberal Arts & Social Sciences,History,63,Private
54,Liceo de Cagayan University,Cagayan de Oro,Liberal Arts & Social Sciences,History,86,Private
55,University of San Jose-Recoletos,Cebu,Liberal Arts & Social Sciences,History,61,Private
56,Adventist University of the Philippines,Cavite City,Liberal Arts & Social Sciences,History,87,Private
57,University of the Immaculate Conception,Davao,Liberal Arts & Social Sciences,History,74,Private
1,Ateneo de Manila University,Quezon,Liberal Arts & Social Sciences,Human Rights,42,Private
2,De La Salle University,Manila,Liberal Arts & Social Sciences,Human Rights,35,Private
3,University of the Philippines Diliman,Quezon,Liberal Arts & Social Sciences,Human Rights,12,"Public-private
partnership"
1,De La Salle University,Manila,Liberal Arts & Social Sciences,International Relations,35,Private
2,University of the Philippines Diliman,Quezon,Liberal Arts & Social Sciences,International Relations,12,"Public-private
partnership"
1,De La Salle University,Manila,Liberal Arts & Social Sciences,Journalism and Digital Media,35,Private
2,University of Santo Tomas,Manila,Liberal Arts & Social Sciences,Journalism and Digital Media,90,Private
3,University of the Philippines Diliman,Quezon,Liberal Arts & Social Sciences,Journalism and Digital Media,12,"Public-private
partnership"
4,Ateneo de Manila University,Quezon,Liberal Arts & Social Sciences,Journalism and Digital Media,42,Private
1,De La Salle University,Manila,Liberal Arts & Social Sciences,Law,35,Private
2,University of the Philippines Diliman,Quezon,Liberal Arts & Social Sciences,Law,12,"Public-private
partnership"
3,Ateneo de Manila University,Quezon,Liberal Arts & Social Sciences,Law,42,Private
4,University of the Philippines Manila,Manila,Liberal Arts & Social Sciences,Law,51,"Public-private
partnership"
5,University of Santo Tomas,Manila,Liberal Arts & Social Sciences,Law,90,Private
6,University of the Philippines Los Banos,Los Banos,Liberal Arts & Social Sciences,Law,15,"Public-private
partnership"
7,Asian Institute of Management,Makati,Liberal Arts & Social Sciences,Law,60,Private
8,Mapua University,Manila,Liberal Arts & Social Sciences,Law,78,Private
9,University of Mindanao,Davao,Liberal Arts & Social Sciences,Law,92,Private
10,Philippine Normal University,Manila,Liberal Arts & Social Sciences,Law,50,"Public-private
partnership"
11,Laguna State Polytechnic University,Sta. Cruz,Liberal Arts & Social Sciences,Law,23,"Public-private
partnership"
12,Silliman University,Dumaguete City,Liberal Arts & Social Sciences,Law,64,Private
13,Lyceum of the Philippines University,Manila,Liberal Arts & Social Sciences,Law,82,Private
14,Angeles University Foundation,Angeles,Liberal Arts & Social Sciences,Law,80,Private
